Importador (prob.),A¤oMes,Pais Origen,Cond. Venta,Kg. Netos,Divisa,Flete Dolares,Seguro D¢lar,Estado dela mercaderia,Cantidad declarada,Precio Unitario en Divisa,Fob total en divisa,Precio Unitario en dolares,Fob total en dolares,Cif Total en dolares,Marca EDIT,Marca Modelo Edit,TIPO,Applicable carrier weight,Segmento
GRUAS SAN BLAS S A,201807,FRANCIA,Z.FRANCA,19728.56,DOLAR ESTADOUNIDENSE,169.74,228.46,NUEVO SIN USO IMPORTADO,5,4535.3,22676.5,4535.3,22676.5,23074.7,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
GRUAS SAN BLAS S A,201807,FRANCIA,Z.FRANCA,25951.45,DOLAR ESTADOUNIDENSE,223.28,300.53,NUEVO SIN USO IMPORTADO,5,5965.85,29829.25,5965.85,29829.25,30353.06,BOBCAT,BOBCAT HB1180,Martillo hidraulico,4.0 - 5.0,01. Chicas
GRUMAQ S R L,201807,COREA REPUBLICANA,CONSUMO,46588.5,DOLAR ESTADOUNIDENSE,835.85,49.17,NUEVO SIN USO IMPORTADO,14,3700,51800,3700,51800,52685.02,POQUTEC,POQUTEC PBS 50SKL,Martillo hidraulico,3.5 - 7.0,01. Chicas
GRUMAQ S R L,201807,COREA REPUBLICANA,CONSUMO,33277.5,DOLAR ESTADOUNIDENSE,597.04,35.12,NUEVO SIN USO IMPORTADO,10,4000,40000,4000,40000,40632.16,POQUTEC,POQUTEC PBS 80BHL,Martillo hidraulico,4.0 - 10,01. Chicas
REPAS S A,201807,COREA REPUBLICANA,CONSUMO,3023.38,DOLAR ESTADOUNIDENSE,396.67,103.8,NUEVO SIN USO IMPORTADO,2,11668,23336.42,11668.21,23336.42,23836.89,SOOSAN,SOOSAN SB81,Martillo hidraulico,18.0 - 26.0,03. Grande
REPAS S A,201807,COREA REPUBLICANA,CONSUMO,610.97,DOLAR ESTADOUNIDENSE,80.85,21.16,NUEVO SIN USO IMPORTADO,1,4756.32,4756.32,4756.32,4756.32,4858.33,SOOSAN,SOOSAN SB43 TS P,Martillo hidraulico,6.0 - 9.0,01. Chicas
REPAS S A,201807,COREA REPUBLICANA,CONSUMO,1003.23,DOLAR ESTADOUNIDENSE,132.75,34.74,NUEVO SIN USO IMPORTADO,1,17360.07,17360.07,17360.07,17360.07,17527.56,SOOSAN,SOOSAN SQ120,Martillo hidraulico,28.0 - 35.0,03. Grande
REPAS S A,201807,COREA REPUBLICANA,CONSUMO,2006.47,DOLAR ESTADOUNIDENSE,265.51,69.48,NUEVO SIN USO IMPORTADO,2,3236.26,6472.51,3236.26,6472.51,6807.5,SOOSAN,SOOSAN SB35 TS P,Martillo hidraulico,3.0 - 5.5,01. Chicas
REPAS S A,201807,COREA REPUBLICANA,CONSUMO,1003.23,DOLAR ESTADOUNIDENSE,132.75,34.74,NUEVO SIN USO IMPORTADO,1,3236.26,3236.26,3236.26,3236.26,3403.75,SOOSAN,SOOSAN SB35 TS P,Martillo hidraulico,3.0 - 5.5,01. Chicas
GRUAS SAN BLAS S A,201807,FRANCIA,CONSUMO,3945.71,DOLAR ESTADOUNIDENSE,43.74,45.89,NUEVO SIN USO IMPORTADO,1,4535.3,4535.3,4535.3,4535.3,4624.93,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
RUSCONI ALDO FLAVIO RUSCONI OS,201807,JAPON,CONSUMO,21315,DOLAR ESTADOUNIDENSE,690.76,20.38,NUEVO SIN USO IMPORTADO,1,24500,24500,24500,24500,25211.14,FURUKAWA,FURUKAWA FXJ375 SVBOX,Martillo hidraulico,25.0 - 42.0,04. Muy Grande
PATRICIO PALMERO S A I C Y A,201807,JAPON,CONSUMO,36810.57,DOLAR ESTADOUNIDENSE,242.38,425.54,NUEVO SIN USO IMPORTADO,1,42311,42311,42311,42311,42978.92,NPK,NPK GH12,Martillo hidraulico,24.0 - 38.0,03. Grande
TRACK MAR SACI,201808,ITALIA,CONSUMO,6243.67,DOLAR ESTADOUNIDENSE,48.78,72.25,NUEVO SIN USO IMPORTADO,1,8028.19,8028.19,8028.19,8028.19,8149.22,ITR,ITR UEH1000PSA,Martillo hidraulico,12.0  - 23.0,02. Mediana
TRACK MAR SACI,201808,ITALIA,CONSUMO,6243.67,DOLAR ESTADOUNIDENSE,48.78,72.25,NUEVO SIN USO IMPORTADO,1,11825.44,11825.44,11825.44,11825.44,11946.47,ITR,ITR UEH1300PSA,Martillo hidraulico,17.0 - 25.0,03. Grande
TRACK MAR SACI,201808,ITALIA,CONSUMO,6243.67,DOLAR ESTADOUNIDENSE,48.78,72.25,NUEVO SIN USO IMPORTADO,1,3861.73,3861.73,3861.73,3861.73,3982.76,ITR,ITR UEH270B,Martillo hidraulico,6.0 - 9.0,01. Chicas
TRACK MAR SACI,201808,ITALIA,CONSUMO,6243.67,DOLAR ESTADOUNIDENSE,48.78,72.25,NUEVO SIN USO IMPORTADO,1,4991.17,4991.17,4991.17,4991.17,5112.2,ITR,ITR UEH400PSA,Martillo hidraulico,5.0 - 11.0,01. Chicas
NORDEMAQ SA,201808,ITALIA,CONSUMO,25938.8,EURO,238.52,26.46,NUEVO SIN USO IMPORTADO,10,2850,28500,3237.03,32370.26,32635.24,HAMMER,HAMMER HS450,Martillo hidraulico,6.0 - 11.0,02. Mediana
NORDEMAQ SA,201808,ITALIA,CONSUMO,25938.8,EURO,238.52,26.46,NUEVO SIN USO IMPORTADO,10,2400,24000,2725.92,27259.17,27524.15,HAMMER,HAMMER HS250,Martillo hidraulico,3.0 - 4.5,01. Chicas
HEROVIAL SRL,201808,COREA REPUBLICANA,CONSUMO,13019.99,DOLAR ESTADOUNIDENSE,630,155.96,NUEVO SIN USO IMPORTADO,3,5447,16341,5447,16341,17126.96,KOMAC,KOMAC KB350SL,Martillo hidraulico,5.0 - 9.0,01. Chicas
HEROVIAL SRL,201808,COREA REPUBLICANA,CONSUMO,8679.99,DOLAR ESTADOUNIDENSE,420,103.97,NUEVO SIN USO IMPORTADO,2,4847,9694,4847,9694,10217.97,KOMAC,KOMAC KB350S,Martillo hidraulico,5.0 - 9.0,01. Chicas
GRUAS SAN BLAS S A,201808,FRANCIA,CONSUMO,19728.56,DOLAR ESTADOUNIDENSE,169.74,228.46,NUEVO SIN USO IMPORTADO,5,4535.3,22676.5,4535.3,22676.5,23074.7,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
TRACK MAR SACI,201809,EE.UU.,NO DECLARA,5387.43,DOLAR ESTADOUNIDENSE,80.68,62.73,NUEVO SIN USO IMPORTADO,1,6789.9,6789.9,6789.9,6789.9,6933.31,STANLEY,STANLEY MB556,Martillo hidraulico,3.2 - 7.2,01. Chicas
TECMACO INTEGRAL  S A,201810,COREA REPUBLICANA,NO DECLARA,4989.6,DOLAR ESTADOUNIDENSE,1246.75,20.95,NUEVO SIN USO IMPORTADO,1,"5,735",5735.17,5735.17,5735.17,7002.87,JCB,JCB HM033T,Martillo hidraulico,4.5 - 8.0,01. Chicas
JUAN FELIPE GANCEDO SOCIEDAD ANONIMA,201810,COREA REPUBLICANA,NO DECLARA,45243.68,DOLAR ESTADOUNIDENSE,273,522.77,NUEVO SIN USO IMPORTADO,2,26002.115,52004.23,26002.115,52004.23,52800,EVERDIGM,EVERDIGM EHB25,Martillo hidraulico,20.0 - 30.0,03. Grande
MINA PIRQUITAS LLC SUCURSAL ARGENTINA,201810,EE.UU.,NO DECLARA,61691.56,DOLAR ESTADOUNIDENSE,334.4,712.44,NUEVO SIN USO IMPORTADO,1,70909.84,70910,70909.84,70909.84,71956.68,NPK,NPK GH12,Martillo hidraulico,24.0 - 38.0,03. Grande
JUAN FELIPE GANCEDO SOCIEDAD ANONIMA,201810,COREA REPUBLICANA,NO DECLARA,45243.68,DOLAR ESTADOUNIDENSE,273,522.77,NUEVO SIN USO IMPORTADO,2,26002.115,52004.23,26002.115,52004.23,52800,EVERDIGM,EVERDIGM EHB25,Martillo hidraulico,20.0 - 30.0,03. Grande
TRACK MAR SACI,201810,ITALIA,NO DECLARA,3367.77,DOLAR ESTADOUNIDENSE,18.25,38.89,NUEVO SIN USO IMPORTADO,1,3871,3871,3871,3871,3928.14,ITR,ITR UEH270B,Martillo hidraulico,6.0 - 9.0,01. Chicas
FINNING ARGENTINA SOCIEDAD ANONIMA,201810,EE.UU.,NO DECLARA,1155,DOLAR ESTADOUNIDENSE,133.47,27.31,NUEVO SIN USO IMPORTADO,1,33964.34,33964.34,33964.34,33964.34,34125.12,CATERPILLAR,CATERPILLAR H115E,Martillo hidraulico,12.0 - 20.0,02. Mediana
HEROVIAL SRL,201810,COREA REPUBLICANA,NO DECLARA,8074.39,DOLAR ESTADOUNIDENSE,181.82,94.63,NUEVO SIN USO IMPORTADO,2,2155,4310,2155,4310,4586.45,GB,GB GBN30T,Martillo hidraulico,2.5 - 4.5,01. Chicas
HEROVIAL SRL,201810,COREA REPUBLICANA,NO DECLARA,8074.39,DOLAR ESTADOUNIDENSE,181.82,94.63,NUEVO SIN USO IMPORTADO,2,3265,6530,3265,6530,6806.45,GB,GB GBN60T,Martillo hidraulico,3.5 - 7.0,01. Chicas
HEROVIAL SRL,201810,COREA REPUBLICANA,NO DECLARA,4037.2,DOLAR ESTADOUNIDENSE,90.91,47.31,NUEVO SIN USO IMPORTADO,1,3085,3085,3085,3085,3223.22,GB,GB GBN60T,Martillo hidraulico,3.5 - 7.0,01. Chicas
HEROVIAL SRL,201810,COREA REPUBLICANA,NO DECLARA,12111.59,DOLAR ESTADOUNIDENSE,272.73,141.94,NUEVO SIN USO IMPORTADO,3,5375,16125,5375,16125,16539.67,GB,GB GBN100T,Martillo hidraulico,6.0 - 13.0,02. Mediana
HEROVIAL SRL,201810,COREA REPUBLICANA,NO DECLARA,8074.39,DOLAR ESTADOUNIDENSE,181.82,94.63,NUEVO SIN USO IMPORTADO,2,6505,13010,6505,13010,13286.45,GB,GB GBN140T,Martillo hidraulico,10.0 - 17.0,02. Mediana
HEROVIAL SRL,201810,COREA REPUBLICANA,NO DECLARA,4037.2,DOLAR ESTADOUNIDENSE,90.91,47.31,NUEVO SIN USO IMPORTADO,1,7985,7985,7985,7985,8123.22,GB,GB GBN170T,Martillo hidraulico,15.0 - 20.0,02. Mediana
TRACK MAR SACI,201811,EE.UU.,CONSUMO,734.42,DOLAR ESTADOUNIDENSE,80.68,62.73,NUEVO SIN USO IMPORTADO,1,6789.9,6789.9,6789.9,6789.9,6933.31,STANLEY,STANLEY MB556,Martillo hidraulico,3.2 - 7.2,01. Chicas
FINNING ARGENTINA SOCIEDAD ANONIMA,201811,EE.UU.,CONSUMO,1410.47,DOLAR ESTADOUNIDENSE,176.95,31.64,NUEVO SIN USO IMPORTADO,1,39176.34,39176.34,39176.34,39176.34,39384.93,CATERPILLAR,CATERPILLAR H120ES,Martillo hidraulico,16.0 - 27.0,03. Grande
VIALFE SRL,201811,ITALIA,CONSUMO,409.92,EURO,168.62,31.59,NUEVO SIN USO IMPORTADO,1,3010.19,3010.19,3419.88,3419.88,3620.09,HAMMER,HAMMER SB400,Martillo hidraulico,6.5 - 13,02. Mediana
VIALFE SRL,201811,ITALIA,CONSUMO,361.23,EURO,148.6,27.84,NUEVO SIN USO IMPORTADO,1,2386.65,2386.65,2711.48,2711.48,2887.92,HAMMER,HAMMER SB250,Martillo hidraulico,3.0 - 8.0,01. Chicas
GRUAS SAN BLAS S A,201812,FRANCIA,CONSUMO,838.34,DOLAR ESTADOUNIDENSE,98.18,196.06,NUEVO SIN USO IMPORTADO,4,4535.3,18141.2,4535.3,18141.2,18435.44,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
TERCEC SRL,201811,ITALIA,DEP.FISCAL,2844.94,EURO,307.52,259.47,NUEVO SIN USO IMPORTADO,13,2830.65,36798.45,3228.925,41976.03,42543.02,OSA,OSA HB250,Martillo hidraulico,3.5 - 5.0,01. Chicas
VIALFE SRL,201811,ITALIA,CONSUMO,361.23,EURO,148.6,27.84,NUEVO SIN USO IMPORTADO,1,2918.8,2918.8,3316.05,3316.05,3492.49,HAMMER,HAMMER SB350,Martillo hidraulico,5.0 - 9.5,01. Chicas
CANTERA PIATTI S A,201812,FINLANDIA,CONSUMO,2531.92,DOLAR ESTADOUNIDENSE,1510,730,NUEVO SIN USO IMPORTADO,1,71288.42,71288.42,71288.42,71288.42,73528.42,RAMMER,RAMMER 777 D300,Martillo hidraulico,4.9 - 7.8,01. Chicas
AGV MAQUINAS S.R.L.,201901,Italia,CONSUMO,1483.61,D¢lar Estadounidense,953.4,393.53,nvo.s/uso imp,8,4800,38400,4800,38400,39746.93,INDECO,INDECO HP 200,Martillo hidraulico,1.4 - 5.0,01. Chicas
AGV MAQUINAS S.R.L.,201901,Italia,CONSUMO,475.68,D¢lar Estadounidense,305.68,126.18,nvo.s/uso imp,2,6156,12312,6156,12312,12743.86,INDECO,INDECO HP 350,Martillo hidraulico,1.7 - 6.5,01. Chicas
AGV MAQUINAS S.R.L.,201901,Italia,CONSUMO,587.26,D¢lar Estadounidense,377.39,155.77,nvo.s/uso imp,2,7600,15200,7600,15200,15733.16,INDECO,INDECO HP 600,Martillo hidraulico,3.5 - 10.5,01. Chicas
AGV MAQUINAS S.R.L.,201901,Italia,CONSUMO,1596.73,D¢lar Estadounidense,1026.1,423.54,nvo.s/uso imp,2,20664,41328,20664,41328,42777.64,INDECO,INDECO HP 2000,Martillo hidraulico,15.0 - 25.0,02. Mediana
AGV MAQUINAS S.R.L.,201901,Italia,CONSUMO,1619.91,D¢lar Estadounidense,1040.99,429.69,nvo.s/uso imp,1,41928,41928,41928,41928,43398.68,INDECO,INDECO HP 4000,Martillo hidraulico,23.0 - 42.0,04. Muy Grande
TERCEC SRL,201901,Italia,CONSUMO,875.71,Euro,82.95,92.21,nvo.s/uso imp,4,2830.65,11322.6,3269.118,13076.47,13251.63,OSA,OSA HB250,Martillo hidraulico,3.5 - 5.0,01. Chicas
RUSCONI ALDO FLAVIO RUSCONI OSCAR MARCELO,201901,Japon,CONSUMO,2007.19,D¢lar Estadounidense,646.84,21.07,nvo.s/uso imp,2,12700,25400,12700,25400,26067.91,FURUKAWA,FURUKAWA FXJ175 SVBOX,Martillo hidraulico,12.0 - 21.0,02. Mediana
AGV SERVICIOS MINEROS S.R.L.,201901,Italia,CONSUMO,1852.51,D¢lar Estadounidense,42.6,12.35,nvo.s/uso imp,2,21697.2,43394.4,21697.2,43394.4,43449.35,INDECO,INDECO HP 2000,Martillo hidraulico,15.0 - 25.0,02. Mediana
AGV SERVICIOS MINEROS S.R.L.,201901,Italia,CONSUMO,1879.41,D¢lar Estadounidense,43.22,12.53,nvo.s/uso imp,1,44024.4,44024.4,44024.4,44024.4,44080.15,INDECO,INDECO HP 4000,Martillo hidraulico,23.0 - 42.0,04. Muy Grande
GRUAS SAN BLAS S A,201901,Francia,CONSUMO,2035.02,D¢lar Estadounidense,223.28,300.53,nvo.s/uso imp,5,5965.85,29829.25,5965.85,29829.25,30353.06,BOBCAT,BOBCAT HB1180,Martillo hidraulico,4.0 - 5.0,01. Chicas
AGV MAQUINAS S.R.L.,201901,Italia,CONSUMO,261.84,D¢lar Estadounidense,238.08,97.92,nvo.s/uso imp,2,4800,9600,4800,9600,9936,INDECO,INDECO HP 200,Martillo hidraulico,1.4 - 5.0,01. Chicas
AGV MAQUINAS S.R.L.,201901,Italia,CONSUMO,167.91,D¢lar Estadounidense,152.67,62.79,nvo.s/uso imp,1,6156,6156,6156,6156,6371.46,INDECO,INDECO HP 350,Martillo hidraulico,1.7 - 6.5,01. Chicas
NORDEMAQ SA,201902,Italia,CONSUMO,1436.67,Euro,27.52,11.23,nvo.s/uso imp,2,6100,12200,6979.62,13959.24,13997.99,HAMMER,HAMMER HS1000,Martillo hidraulico,12.0 - 25.0,02. Mediana
NORDEMAQ SA,201902,Italia,CONSUMO,1436.67,Euro,27.52,11.23,nvo.s/uso imp,2,5100,10200,5835.42,11670.84,11709.59,HAMMER,HAMMER HS700,Martillo hidraulico,13.0 - 14.0,02. Mediana
TECHINT COMPA?IA TECNICA INTERNACIONAL SOCIEDAD ANONIM,201902,Reino Unido,CONSUMO,727.47,D¢lar Estadounidense,229.53,5.09,No Encontrado,1,"9,950",9950,9950,9950,10184.62,JCB,JCB HM033T,Martillo hidraulico,4.5 - 8.0,01. Chicas
GRUAS SAN BLAS S A,201902,Francia,CONSUMO,1532.15,D¢lar Estadounidense,352.86,217.14,nvo.s/uso imp,5,4272.3,21361.5,4272.3,21361.5,21931.5,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
GRUAS SAN BLAS S A,201903,EE.UU.,CONSUMO,280.37,D¢lar Estadounidense,18.71,29.04,nvo.s/uso imp,4,721.263,2885.05,721.263,2885.05,2932.8,BOBCAT,BOBCAT HB2380,Martillo hidraulico,6.0 - 15.0,02. Mediana
MULLER MARTIN ALEJANDRO,201903,Corea Republicana,CONSUMO,508.21,D¢lar Estadounidense,83.45,63.03,nvo.s/uso imp,1,14100,14100,14100,14100,14246.48,DAEMO,DAEMO B230,Martillo hidraulico,18.0 - 25.0,03. Grande
MULLER MARTIN ALEJANDRO,201903,Corea Republicana,CONSUMO,1016.43,D¢lar Estadounidense,166.9,126.07,nvo.s/uso imp,2,3800,7600,3800,7600,7892.97,DAEMO,DAEMO B40,Martillo hidraulico,3.0 - 4.5,01. Chicas
MULLER MARTIN ALEJANDRO,201903,Corea Republicana,CONSUMO,508.21,D¢lar Estadounidense,83.45,63.03,nvo.s/uso imp,1,4200,4200,4200,4200,4346.48,DAEMO,DAEMO B50,Martillo hidraulico,3.0 - 6.0,01. Chicas
MULLER MARTIN ALEJANDRO,201903,Corea Republicana,CONSUMO,508.21,D¢lar Estadounidense,83.45,63.03,nvo.s/uso imp,1,5200,5200,5200,5200,5346.48,DAEMO,DAEMO B70,Martillo hidraulico,6.0 - 8.0,01. Chicas
TERCEC SRL,201904,Italia,EXW,1969.25,Euro,420.6,202.41,nvo.s/uso imp,9,2830.65,25475.85,3189.576,28706.18,29329.19,OSA,OSA HB250,Martillo hidraulico,3.5 - 5.0,01. Chicas
SERVICIOS VIALES DE SANTA FE S A,201905,China,FOB,372.96,D¢lar Estadounidense,116.16,3.5,nvo.s/uso imp,1,1662.5,1662.5,1662.5,1662.5,1782.16,BAITAI,BAITAI MR530,Martillo hidraulico,4.0 - 7.0,01. Chicas
SERVICIOS VIALES DE SANTA FE S A,201905,China,FOB,372.96,D¢lar Estadounidense,116.16,3.5,nvo.s/uso imp,1,1724.3,1724.3,1724.3,1724.3,1843.96,BAITAI,BAITAI MR680,Martillo hidraulico,4.0 - 7.0,01. Chicas
ROVELLA  CARRANZA SA,201905,Italia,CIF,782.97,D¢lar Estadounidense,2102.39,378.31,nvo.s/uso imp,1,22900,22900,22900,22900,25380.7,INDECO,INDECO HP 2000,Martillo hidraulico,15.0 - 25.0,02. Mediana
GRUAS SAN BLAS S A,201905,Francia,FOB,1273.6,D¢lar Estadounidense,184.28,169.05,nvo.s/uso imp,3,5580,16740,5580,16740,17093.33,BOBCAT,BOBCAT HB1180,Martillo hidraulico,4.0 - 5.0,01. Chicas
NORDEMAQ SA,201905,Italia,FOB,1431.9,Euro,129.38,12.68,nvo.s/uso imp,5,2850.01,14250.06,3177.47,15887.34,16029.4,HAMMER,HAMMER HS450,Martillo hidraulico,6.0 - 11.0,02. Mediana
NORDEMAQ SA,201905,Italia,FOB,4295.68,Euro,388.15,38.04,nvo.s/uso imp,15,2400.01,36000.13,2675.76,40136.4,40562.59,HAMMER,HAMMER HS250,Martillo hidraulico,3.0 - 4.5,01. Chicas
SULLAIR ARGENTINA S A,201906,Corea Republicana,FOB,4250.9,D¢lar Estadounidense,356.87,23.05,nvo.s/uso imp,2,12502,25004,12502,25004,25383.92,MSB,MSB MS600H,Martillo hidraulico,22.0 - 28.0,03. Grande
SULLAIR ARGENTINA S A,201906,Corea Republicana,FOB,8501.82,D¢lar Estadounidense,713.75,46.09,nvo.s/uso imp,4,15698,62792,15698,62792,63551.84,MSB,MSB MS700H,Martillo hidraulico,25.0 - 31.0,03. Grande
SULLAIR ARGENTINA S A,201906,Corea Republicana,FOB,4250.9,D¢lar Estadounidense,356.87,23.05,nvo.s/uso imp,2,21240.24,42480.48,21240.24,42480.48,42860.4,MSB,MSB MS810H,Martillo hidraulico,30.0  - 45.0,04. Muy Grande
MULLER MARTIN ALEJANDRO,201906,Bulgica,FOB,2526.85,Euro,101.43,80.03,nvo.s/uso imp,1,23500,23500,26573.78,26573.78,26755.24,DAEMO,DAEMO B360,Martillo hidraulico,28.0 - 36.0,04. Muy Grande
REPAS S A,201906,Corea Republicana,CIF,3524.2,D¢lar Estadounidense,42.44,141.22,nvo.s/uso imp,2,12890,25780,12890,25780,25963.66,SOOSAN,SOOSAN SB81,Martillo hidraulico,18.0 - 26.0,03. Grande
REPAS S A,201906,Corea Republicana,CIF,1754.35,D¢lar Estadounidense,21.12,70.3,nvo.s/uso imp,3,3300,9900,3300,9900,9991.42,SOOSAN,SOOSAN SB35 TS P,Martillo hidraulico,3.0 - 5.5,01. Chicas
REPAS S A,201906,Corea Republicana,CIF,2339.14,D¢lar Estadounidense,28.16,93.73,nvo.s/uso imp,4,3600,14400,3600,14400,14521.89,SOOSAN,SOOSAN SB40 TS P,Martillo hidraulico,4.0 - 7.0,01. Chicas
REPAS S A,201906,Corea Republicana,CIF,1169.57,D¢lar Estadounidense,14.08,46.86,nvo.s/uso imp,2,7100,14200,7100,14200,14260.94,SOOSAN,SOOSAN SB50 TS P,Martillo hidraulico,11.0 - 16.0,02. Mediana
FINNING ARGENTINA SOCIEDAD ANONIMA,201906,Corea Republicana,DAT,1733.33,D¢lar Estadounidense,135.8,17.56,nvo.s/uso imp,1,21788.34,21788.34,21788.34,21788.34,21941.7,CATERPILLAR,CATERPILLAR B20,Martillo hidraulico,18.0 - 25.0,03. Grande
FINNING ARGENTINA SOCIEDAD ANONIMA,201906,Corea Republicana,DAT,1733.33,D¢lar Estadounidense,167.83,17.57,nvo.s/uso imp,1,21788.34,21788.34,21788.34,21788.34,21973.74,CATERPILLAR,CATERPILLAR B20,Martillo hidraulico,18.0 - 25.0,03. Grande
GRUAS SAN BLAS S A,201906,Francia,FOB,1517.9,D¢lar Estadounidense,271.49,214.61,nvo.s/uso imp,5,4230,21150,4230,21150,21636.1,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
FINNING ARGENTINA SOCIEDAD ANONIMA,201906,Corea Republicana,DAT,3370.29,D¢lar Estadounidense,296.24,17.7,nvo.s/uso imp,2,21695.67,43391.34,21695.67,43391.34,43705.28,CATERPILLAR,CATERPILLAR B20,Martillo hidraulico,18.0 - 25.0,03. Grande
FINNING ARGENTINA SOCIEDAD ANONIMA,201906,Corea Republicana,DAT,1735.86,D¢lar Estadounidense,148.12,17.57,nvo.s/uso imp,1,21788.34,21788.34,21788.34,21788.34,21954.03,CATERPILLAR,CATERPILLAR B20,Martillo hidraulico,18.0 - 25.0,03. Grande
MULLER MARTIN ALEJANDRO,201907,Corea Republicana,FOB,281.92,Euro,17.98,22.28,nvo.s/uso imp,1,3900,3900,4438.2,4438.2,4478.46,DAEMO,DAEMO B50,Martillo hidraulico,3.0 - 6.0,01. Chicas
AGV MAQUINAS S.R.L.,201907,Italia,CIF,229.51,D¢lar Estadounidense,188.69,77.89,nvo.s/uso imp,1,7600,7600,7600,7600,7866.58,INDECO,INDECO HP 350,Martillo hidraulico,1.7 - 6.5,01. Chicas
ANGEL MASCIOTRA SOCIEDAD ANONIMA,201907,Corea Republicana,0,1350.42,D¢lar Estadounidense,127.95,178.78,nvo.s/uso imp,1,16500,16500,16500,16500,16806.73,DAEMO,DAEMO B180,Martillo hidraulico,16.0 - 20.0,03. Grande
ANGEL MASCIOTRA SOCIEDAD ANONIMA,201907,Corea Republicana,0,1350.42,D¢lar Estadounidense,127.95,178.78,nvo.s/uso imp,1,19000,19000,19000,19000,19306.73,DAEMO,DAEMO B230,Martillo hidraulico,18.0 - 25.0,03. Grande
TECH VIAL S.A.,201907,Italia,CIF,444.38,Euro,96.98,43.79,nvo.s/uso imp,2,8788,17576,9913.75,19827.5,19968.27,INDECO,INDECO HP 1500,Martillo hidraulico,10.0 - 20.0,02. Mediana
TECH VIAL S.A.,201907,Italia,CIF,888.76,Euro,193.96,87.57,nvo.s/uso imp,4,4216,16864,4756.07,19024.3,19305.83,INDECO,INDECO HP 600,Martillo hidraulico,3.5 - 10.5,01. Chicas
TECH VIAL S.A.,201907,Italia,CIF,888.76,Euro,193.96,87.57,nvo.s/uso imp,4,3684,14736,4155.92,16623.7,16905.23,INDECO,INDECO HP 500,Martillo hidraulico,3.0 - 8.0,01. Chicas
TECH VIAL S.A.,201907,Italia,CIF,1110.95,Euro,242.44,109.47,nvo.s/uso imp,5,2448,12240,2761.59,13807.96,14159.87,INDECO,INDECO HP 200,Martillo hidraulico,1.4 - 5.0,01. Chicas
TECH VIAL S.A.,201907,Italia,CIF,1110.95,Euro,242.44,109.47,nvo.s/uso imp,5,3256,16280,3673.1,18365.49,18717.4,INDECO,INDECO HP 350,Martillo hidraulico,1.7 - 6.5,01. Chicas
GRUAS SAN BLAS S A,201907,Francia,FOB,1568.93,D¢lar Estadounidense,219.74,213.45,nvo.s/uso imp,5,4230,21150,4230,21150,21583.19,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
ANGEL MASCIOTRA SOCIEDAD ANONIMA,201907,Corea Republicana,FOB,1350.42,D¢lar Estadounidense,127.95,178.78,nvo.s/uso imp,1,16500,16500,16500,16500,16806.73,DAEMO,DAEMO B180,Martillo hidraulico,16.0 - 20.0,03. Grande
ANGEL MASCIOTRA SOCIEDAD ANONIMA,201907,Corea Republicana,FOB,1350.42,D¢lar Estadounidense,127.95,178.78,nvo.s/uso imp,1,19000,19000,19000,19000,19306.73,DAEMO,DAEMO B230,Martillo hidraulico,18.0 - 25.0,03. Grande
TECH VIAL S.A.,201907,Italia,CIF,861.38,Euro,188.31,85.27,nvo.s/uso imp,4,2448,9792,2753.51,11014.06,11287.64,INDECO,INDECO HP 200,Martillo hidraulico,1.4 - 5.0,01. Chicas
TECH VIAL S.A.,201907,Italia,CIF,215.34,Euro,47.08,21.32,nvo.s/uso imp,1,3684,3684,4143.77,4143.77,4212.17,INDECO,INDECO HP 500,Martillo hidraulico,3.0 - 8.0,01. Chicas
TECH VIAL S.A.,201907,Italia,CIF,215.34,Euro,47.08,21.32,nvo.s/uso imp,1,4216,4216,4742.16,4742.16,4810.56,INDECO,INDECO HP 600,Martillo hidraulico,3.5 - 10.5,01. Chicas
TECH VIAL S.A.,201907,Italia,CIF,215.34,Euro,47.08,21.32,nvo.s/uso imp,1,8788,8788,9884.75,9884.75,9953.15,INDECO,INDECO HP 1500,Martillo hidraulico,10.0 - 20.0,02. Mediana
CANTERA PIATTI S A,201907,Finlandia,CPT,253.53,D¢lar Estadounidense,375,77.09,nvo.s/uso imp,1,7334,7334,7334,7334,7786.09,RAMMER,RAMMER 555,Martillo hidraulico,2.4 - 3.9,01. Chicas
PATRICIO PALMERO S A I C Y A,201908,Japon,0,1482.31,D¢lar Estadounidense,317.2,150.79,nvo.s/uso imp,1,29841,29841,29841,29841,30308.99,NPK,NPK GH7,Martillo hidraulico,14.0 - 21.0,02. Mediana
PATRICIO PALMERO S A I C Y A,201908,Japon,FOB,1482.31,D¢lar Estadounidense,317.2,150.79,nvo.s/uso imp,1,29841,29841,29841,29841,30308.99,NPK,NPK GH7,Martillo hidraulico,14.0 - 21.0,02. Mediana
